Geographic Area,Geographic Name,Gender,Age,Year,Time Period,Time Period Dates,Number of Days Hospitalized,Number of Days Hospitalized Description,Number of Days Hospitalized Notes,Estimated Lost Wages,Estimated Lost Wages Description,Estimated Lost State Income Tax Revenue,Estimated Lost State Income Tax Revenue Description,County Code Number,County Code Text,State FIPS Code,County FIPS Code,Latitude/Longitude,Georeferenced Latitude & Longitude,Latitude,Longitude
County,Montgomery,All,All (21 to 64 years),2020,2020 Annual,1/1/2020-12/31/2020,3292,Days hospitalized due to opioid use,Number of days hospitalized not displayed when total is less than 11,713441.29,Lost wages dues to hospitalization for opioid use,21902.65,Estimated state income tax revenue lost during hospitalizations due to opioid use,46,46,42,91,"(40.209898739, -75.3725200072)",POINT (-75.3725200072 40.209898739),40.20989874,-75.37252001
County,Carbon,All,All (21 to 64 years),2016,2016 Q1,1/1/2016-3/31/2016,88,Days hospitalized due to opioid use,Number of days hospitalized not displayed when total is less than 11,7794.29,Lost wages dues to hospitalization for opioid use,239.28,Estimated state income tax revenue lost during hospitalizations due to opioid use,13,13,42,25,"(40.9193670081, -75.7110703866)",POINT (-75.7110703866 40.9193670081),40.91936701,-75.71107039
County,Fulton,All,All (21 to 64 years),2019,2019 Q1,1/1/2019-3/31/2019,,Days hospitalized due to opioid use,Number of days hospitalized not displayed when total is less than 11,,Lost wages dues to hospitalization for opioid use,,Estimated state income tax revenue lost during hospitalizations due to opioid use,29,29,42,57,"(39.9248751086, -78.1148504535)",POINT (-78.1148504535 39.9248751086),39.92487511,-78.11485045
County,Berks,All,All (21 to 64 years),2020,2020 Q4,10/1/2020-12/31/2020,164,Days hospitalized due to opioid use,Number of days hospitalized not displayed when total is less than 11,26896.00,Lost wages dues to hospitalization for opioid use,825.71,Estimated state income tax revenue lost during hospitalizations due to opioid use,6,6,42,11,"(40.4193963513, -75.9307732705)",POINT (-75.9307732705 40.4193963513),40.41939635,-75.93077327
County,Cambria,All,All (21 to 64 years),2016,2016 Q4,10/1/2016-12/31/2016,52,Days hospitalized due to opioid use,Number of days hospitalized not displayed when total is less than 11,5467.43,Lost wages dues to hospitalization for opioid use,167.85,Estimated state income tax revenue lost during hospitalizations due to opioid use,11,11,42,21,"(40.4912749067, -78.7189417385)",POINT (-78.7189417385 40.4912749067),40.49127491,-78.71894174
County,Franklin,All,All (21 to 64 years),2018,2018 Q3,7/1/2018-9/30/2018,78,Days hospitalized due to opioid use,Number of days hospitalized not displayed when total is less than 11,9426.86,Lost wages dues to hospitalization for opioid use,289.40,Estimated state income tax revenue lost during hospitalizations due to opioid use,28,28,42,55,"(39.9278619704, -77.7239884483)",POINT (-77.7239884483 39.9278619704),39.92786197,-77.72398845
County,Potter,All,All (21 to 64 years),2020,2020 Annual,1/1/2020-12/31/2020,5,Days hospitalized due to opioid use,Number of days hospitalized not displayed when total is less than 11,600.71,Lost wages dues to hospitalization for opioid use,18.44,Estimated state income tax revenue lost during hospitalizations due to opioid use,53,53,42,105,"(41.7442064382, -77.8987922939)",POINT (-77.8987922939 41.7442064382),41.74420644,-77.89879229
County,Clinton,All,All (21 to 64 years),2017,2017 Q1,1/1/2017-3/31/2017,46,Days hospitalized due to opioid use,Number of days hospitalized not displayed when total is less than 11,5276.86,Lost wages dues to hospitalization for opioid use,162.00,Estimated state income tax revenue lost during hospitalizations due to opioid use,18,18,42,35,"(41.2328627374, -77.6428376046)",POINT (-77.6428376046 41.2328627374),41.23286274,-77.6428376
County,Lackawanna,All,All (21 to 64 years),2020,2020 Q2,4/1/2020-6/30/2020,27,Days hospitalized due to opioid use,Number of days hospitalized not displayed when total is less than 11,3556.29,Lost wages dues to hospitalization for opioid use,109.18,Estimated state income tax revenue lost during hospitalizations due to opioid use,35,35,42,69,"(41.4391006428, -75.6121834524)",POINT (-75.6121834524 41.4391006428),41.43910064,-75.61218345
County,Northumberland,All,All (21 to 64 years),2019,2019 Q4,10/1/2019-12/31/2019,49,Days hospitalized due to opioid use,Number of days hospitalized not displayed when total is less than 11,5733.00,Lost wages dues to hospitalization for opioid use,176.00,Estimated state income tax revenue lost during hospitalizations due to opioid use,49,49,42,97,"(40.8515092572, -76.7118842273)",POINT (-76.7118842273 40.8515092572),40.85150926,-76.71188423
County,Franklin,All,All (21 to 64 years),2018,2018 Q1,1/1/2018-3/31/2018,90,Days hospitalized due to opioid use,Number of days hospitalized not displayed when total is less than 11,10684.29,Lost wages dues to hospitalization for opioid use,328.01,Estimated state income tax revenue lost during hospitalizations due to opioid use,28,28,42,55,"(39.9278619704, -77.7239884483)",POINT (-77.7239884483 39.9278619704),39.92786197,-77.72398845
County,Northumberland,All,All (21 to 64 years),2017,2017 Q4,10/1/2017-12/31/2017,120,Days hospitalized due to opioid use,Number of days hospitalized not displayed when total is less than 11,13628.57,Lost wages dues to hospitalization for opioid use,418.40,Estimated state income tax revenue lost during hospitalizations due to opioid use,49,49,42,97,"(40.8515092572, -76.7118842273)",POINT (-76.7118842273 40.8515092572),40.85150926,-76.71188423
County,Somerset,All,All (21 to 64 years),2020,2020 Q2,4/1/2020-6/30/2020,12,Days hospitalized due to opioid use,Number of days hospitalized not displayed when total is less than 11,1455.43,Lost wages dues to hospitalization for opioid use,44.68,Estimated state income tax revenue lost during hospitalizations due to opioid use,56,56,42,111,"(39.9714629901, -79.0310020611)",POINT (-79.0310020611 39.9714629901),39.97146299,-79.03100206
County,Indiana,All,All (21 to 64 years),2016,2016 Q4,10/1/2016-12/31/2016,34,Days hospitalized due to opioid use,Number of days hospitalized not displayed when total is less than 11,3944.00,Lost wages dues to hospitalization for opioid use,121.08,Estimated state income tax revenue lost during hospitalizations due to opioid use,32,32,42,63,"(40.6529549748, -79.0933349286)",POINT (-79.0933349286 40.6529549748),40.65295498,-79.09333493
County,Berks,All,All (21 to 64 years),2018,2018 Q4,10/1/2018-12/31/2018,299,Days hospitalized due to opioid use,Number of days hospitalized not displayed when total is less than 11,42159.00,Lost wages dues to hospitalization for opioid use,1294.28,Estimated state income tax revenue lost during hospitalizations due to opioid use,6,6,42,11,"(40.4193963513, -75.9307732705)",POINT (-75.9307732705 40.4193963513),40.41939635,-75.93077327
County,Delaware,All,All (21 to 64 years),2020,2020 Q1,1/1/2020-3/31/2020,2713,Days hospitalized due to opioid use,Number of days hospitalized not displayed when total is less than 11,485239.43,Lost wages dues to hospitalization for opioid use,14896.85,Estimated state income tax revenue lost during hospitalizations due to opioid use,23,23,42,45,"(39.9165786652, -75.4062771212)",POINT (-75.4062771212 39.9165786652),39.91657867,-75.40627712
County,Wayne,All,All (21 to 64 years),2019,2019 Annual,1/1/2019-12/31/2019,37,Days hospitalized due to opioid use,Number of days hospitalized not displayed when total is less than 11,4394.29,Lost wages dues to hospitalization for opioid use,134.90,Estimated state income tax revenue lost during hospitalizations due to opioid use,64,64,42,127,"(41.6496980525, -75.3051535022)",POINT (-75.3051535022 41.6496980525),41.64969805,-75.3051535
County,Northampton,All,All (21 to 64 years),2020,2020 Q3,7/1/2020-9/30/2020,76,Days hospitalized due to opioid use,Number of days hospitalized not displayed when total is less than 11,10694.29,Lost wages dues to hospitalization for opioid use,328.31,Estimated state income tax revenue lost during hospitalizations due to opioid use,48,48,42,95,"(40.754595404, -75.3126372576)",POINT (-75.3126372576 40.754595404),40.7545954,-75.31263726
State,Commonwealth,All,50 to 64 years,2019,2019 Q3,7/1/2019-9/30/2019,3360,Days hospitalized due to opioid use,Number of days hospitalized not displayed when total is less than 11,547894.14,Lost wages dues to hospitalization for opioid use,16820.35,Estimated state income tax revenue lost during hospitalizations due to opioid use,0,0,42,0,"(39.346129, -75.167756)",POINT (-75.167756 39.346129),39.346129,-75.167756
County,Northampton,All,All (21 to 64 years),2019,2019 Q1,1/1/2019-3/31/2019,226,Days hospitalized due to opioid use,Number of days hospitalized not displayed when total is less than 11,30768.29,Lost wages dues to hospitalization for opioid use,944.59,Estimated state income tax revenue lost during hospitalizations due to opioid use,48,48,42,95,"(40.754595404, -75.3126372576)",POINT (-75.3126372576 40.754595404),40.7545954,-75.31263726
County,Clinton,All,All (21 to 64 years),2017,2017 Q2,4/1/2017-6/30/2017,21,Days hospitalized due to opioid use,Number of days hospitalized not displayed when total is less than 11,2385.00,Lost wages dues to hospitalization for opioid use,73.22,Estimated state income tax revenue lost during hospitalizations due to opioid use,18,18,42,35,"(41.2328627374, -77.6428376046)",POINT (-77.6428376046 41.2328627374),41.23286274,-77.6428376
State,Commonwealth,All,35 to 49 years,2019,2019 Q4,10/1/2019-12/31/2019,4895,Days hospitalized due to opioid use,Number of days hospitalized not displayed when total is less than 11,853368.00,Lost wages dues to hospitalization for opioid use,26198.40,Estimated state income tax revenue lost during hospitalizations due to opioid use,0,0,42,0,"(39.346129, -75.167756)",POINT (-75.167756 39.346129),39.346129,-75.167756
County,Potter,All,All (21 to 64 years),2017,2017 Annual,1/1/2017-12/31/2017,5,Days hospitalized due to opioid use,Number of days hospitalized not displayed when total is less than 11,585.43,Lost wages dues to hospitalization for opioid use,17.97,Estimated state income tax revenue lost during hospitalizations due to opioid use,53,53,42,105,"(41.7442064382, -77.8987922939)",POINT (-77.8987922939 41.7442064382),41.74420644,-77.89879229
County,Philadelphia,All,All (21 to 64 years),2018,2018 Annual,1/1/2018-12/31/2018,17265,Days hospitalized due to opioid use,Number of days hospitalized not displayed when total is less than 11,3121232.71,Lost wages dues to hospitalization for opioid use,95821.84,Estimated state income tax revenue lost during hospitalizations due to opioid use,51,51,42,101,"(40.0044435384, -75.140236002)",POINT (-75.140236002 40.0044435384),40.00444354,-75.140236
State,Commonwealth,All,50 to 64 years,2016,2016 Q3,7/1/2016-9/30/2016,3138,Days hospitalized due to opioid use,Number of days hospitalized not displayed when total is less than 11,470507.43,Lost wages dues to hospitalization for opioid use,14444.58,Estimated state income tax revenue lost during hospitalizations due to opioid use,0,0,42,0,"(39.346129, -75.167756)",POINT (-75.167756 39.346129),39.346129,-75.167756
County,Northumberland,All,All (21 to 64 years),2019,2019 Q2,4/1/2019-6/30/2019,147,Days hospitalized due to opioid use,Number of days hospitalized not displayed when total is less than 11,16317.00,Lost wages dues to hospitalization for opioid use,500.93,Estimated state income tax revenue lost during hospitalizations due to opioid use,49,49,42,97,"(40.8515092572, -76.7118842273)",POINT (-76.7118842273 40.8515092572),40.85150926,-76.71188423
County,Armstrong,All,All (21 to 64 years),2019,2019 Q2,4/1/2019-6/30/2019,22,Days hospitalized due to opioid use,Number of days hospitalized not displayed when total is less than 11,2498.57,Lost wages dues to hospitalization for opioid use,76.71,Estimated state income tax revenue lost during hospitalizations due to opioid use,3,3,42,5,"(40.8150952555, -79.4731689893)",POINT (-79.4731689893 40.8150952555),40.81509526,-79.47316899
County,Pike,All,All (21 to 64 years),2017,2017 Q3,7/1/2017-9/30/2017,17,Days hospitalized due to opioid use,Number of days hospitalized not displayed when total is less than 11,1483.86,Lost wages dues to hospitalization for opioid use,45.55,Estimated state income tax revenue lost during hospitalizations due to opioid use,52,52,42,103,"(41.332571995, -75.0327092448)",POINT (-75.0327092448 41.332571995),41.332572,-75.03270924
County,Schuylkill,All,All (21 to 64 years),2019,2019 Q4,10/1/2019-12/31/2019,68,Days hospitalized due to opioid use,Number of days hospitalized not displayed when total is less than 11,8519.43,Lost wages dues to hospitalization for opioid use,261.55,Estimated state income tax revenue lost during hospitalizations due to opioid use,54,54,42,107,"(40.707512431, -76.223323851)",POINT (-76.223323851 40.707512431),40.70751243,-76.22332385
County,Bucks,All,All (21 to 64 years),2020,2020 Q4,10/1/2020-12/31/2020,522,Days hospitalized due to opioid use,Number of days hospitalized not displayed when total is less than 11,91424.57,Lost wages dues to hospitalization for opioid use,2806.73,Estimated state income tax revenue lost during hospitalizations due to opioid use,9,9,42,17,"(40.335011331, -75.1129124111)",POINT (-75.1129124111 40.335011331),40.33501133,-75.11291241
County,Bucks,All,All (21 to 64 years),2016,2016 Q4,10/1/2016-12/31/2016,891,Days hospitalized due to opioid use,Number of days hospitalized not displayed when total is less than 11,130086.00,Lost wages dues to hospitalization for opioid use,3993.64,Estimated state income tax revenue lost during hospitalizations due to opioid use,9,9,42,17,"(40.335011331, -75.1129124111)",POINT (-75.1129124111 40.335011331),40.33501133,-75.11291241
County,Lancaster,All,All (21 to 64 years),2019,2019 Annual,1/1/2019-12/31/2019,963,Days hospitalized due to opioid use,Number of days hospitalized not displayed when total is less than 11,126448.00,Lost wages dues to hospitalization for opioid use,3881.95,Estimated state income tax revenue lost during hospitalizations due to opioid use,36,36,42,71,"(40.0459079619, -76.2513876838)",POINT (-76.2513876838 40.0459079619),40.04590796,-76.25138768
County,Cambria,All,All (21 to 64 years),2017,2017 Q3,7/1/2017-9/30/2017,114,Days hospitalized due to opioid use,Number of days hospitalized not displayed when total is less than 11,11725.71,Lost wages dues to hospitalization for opioid use,359.98,Estimated state income tax revenue lost during hospitalizations due to opioid use,11,11,42,21,"(40.4912749067, -78.7189417385)",POINT (-78.7189417385 40.4912749067),40.49127491,-78.71894174
